text,score,cosineSim,result
Foxtrot. Romeo. Echo. Alpha. Kilo. Indigo. November. Gama. . . . Bravo. Oscar. Romeo. Echo. Delta !!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9572059277825039],0
"12.47, still in pj's and dishes still in sink - itinerary so far. . .. 5 episodes of ghost whisperer - what a lazy moo - loving it!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8844941333992592],0
is sitting with a grumpy f***er on New Years Eve - I totally know how to live - he's just informed me that Boney M's front man has died - triffic!!,"[3, 5, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9344491672183626],1
"I know how lucky I am to have you. I don't tell you enough, but all I have for you is love. I wasted away too many chances to say how much it means to know there's someone out there like you. <3 -Ke$ha","[3, 5, 1, 1, 5, 1, 1, 5, 2, 0]",[0.8844944141267609],1
"Once upon a time, there lived a king. Like other kings, he had a really neat castle to live in, and a lovely little kingdom to rule. But unlike other kings, this king spent most of his time...in the bathtub. -Bob the Tomato, King George and the Ducky","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9143261760676639],0
"Almost time for another epic episode of Adventures with Marlee! But first, An Exploration of the Dangers of Closet Spelunking","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8832698269517398],0
"Ninja Health Tip #2: Laughter is medicine. Ninja practice the art of inappropriate laughter. Laughing when hearing about misfortune not only shows the Ninja's strength, but also confuses spectators while relieving stress.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9159917555036817],0
Ninja Health Tip #7: Everyone knows practicing yoga is healthy. Ninja practice their yoga and impress the ladies by killing the yoga instructor.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8843899867529513],0
"I can't believe what a bunch of nerds we are, looking up money laundering in the dictionary!","[4, 4, 6, 1, 1, 5, 0, 0, 0, 0]",[0.963229225775738],1
"And there's a million of us just like me who cuss like me; who just don't give a fuck like me who dress like me; walk, talk and act like me and just might be the next best thing but not quite me!","[5, 9, 1, 9, 5, 1, 5, 1, 0, 0]",[0.9795056574415709],1
"I've lost my crazy pills. I need them. They're in a red and orange bag with a cheetah on it and they're labeled Cheetos. If you find them, please return them to me immediately or I'll skin you alive and feed you to a bear. Thanks, much appreciation, love to all <3","[5, 1, 1, 1, 1, 1, 1, 1, 5, 0]",[0.9300888762022569],1
"If you feel so angry, so ripped off, so stepped on, you're not the only one refusing to back down. You're not the only one, so get up! Let's start a riot!","[5, 9, 7, 1, 1, 9, 4, 3, 5, 0]",[0.9932775966202099],1
"And then I dip my tongue in and take a taste. It tastes like soap, but it doesn't really taste like soap!","[5, 9, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8979060698436033],1
"All right, here's a question for you smart people. I was looking over a periodic table and it had a note up top that said atom radius increases from left to right. But, loosely, atomic mass also increases from left to right. So here's my question: Are an atom's density and its electronegativity related?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9175370137319351],0
They make it look so easy...connecting with another human...it's like nobody told them that it's the hardest thing in the world....,"[4, 5, 5, 7, 5, 5, 3, 1, 4, 0]",[0.9048137538521387],1
"even if I have learned nothing else from my grandpa, at least I've learned the love of peanut butter.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8837042570208882],0
I don't like the fact that the weapon merchant in teleport 1 has been replaced with Commander Brom. O.o,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8855244705870604],0
"OCEAN, n.- A body of water occupying about 2//3 of a world made for man- who has no gills.","[2, 3, 4, 1, 2, 1, 1, 1, 1, 0]",[0.9143173622043179],1
"/The road up and the road down are one and the same./""""","[1, 3, 2, 5, 1, 1, 1, 5, 1, 1]",[0.919480918468006],1
"/A line is length without breadth./""""","[1, 4, 6, 1, 1, 1, 1, 1, 1, 0]",[0.9049400327029867],1
/A fool's brain digests philosophy into folly,"[4, 1, 4, 1, 1, 1, 2, 1, 1, 5]",[0.8883869744514642],1
"/The only difference between me and a madman is that I'm not mad./""""","[4, 5, 3, 1, 1, 3, 3, 1, 1, 0]",[0.9082144404005085],1
/If you can't get rid of the skeleton in your closet,"[1, 1, 3, 1, 1, 1, 4, 1, 1, 0]",[0.925901378268438],1
What I am looking for is a blessing not in disguise.,"[4, 1, 3, 3, 2, 5, 6, 1, 1, 0]",[0.913210597640168],1
"/The average person thinks he isn't./""""","[2, 3, 6, 1, 4, 1, 1, 1, 6, 0]",[0.78170560606439],1
"/The difference between fiction and reality? Fiction has to make sense./""""","[5, 3, 1, 2, 1, 1, 1, 3, 1, 3]",[0.9059946201797163],1
/It's not the size of the dog in the fight,"[5, 2, 1, 1, 3, 1, 1, 1, 0, 0]",[0.9368109300982819],1
"/There's many a bestseller that could have been prevented by a good teacher./""""","[4, 2, 2, 2, 1, 3, 5, 2, 1, 0]",[0.9129195666856663],1
Hahaha Lady Gaga's new song (Born this way) sounds ALOT like Madonna's Vogue like a whole hell of a lot :-),"[1, 1, 1, 1, 1, 1, 1, 1, 7, 0]",[0.9237567861136522],1
Maybe shoulda thought out this whole breakfast thing looking around my apartment all i have that is edible are pixi stix and milk...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9137046565724902],0
Seattle Mariners v. Padres TODAY first game of the 2011 preseason at noon. Go M's!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9184270970543135],0
"Escape The Fate, Evans Blue, Flyleaf, Hollywood Undead, BrokeNcyde, Katy Perry, RED, Eminem, Three Days Grace, BFMV, Senses Fail, Papercut Massacre, Benny Benassi, ATB, The Script....Ugh so many good bands to listen to today <3","[5, 5, 5, 9, 1, 1, 1, 1, 0, 0]",[0.9124990096852451],1
"Children, hypocrisy, that's what I give, you can take it from me If you don't, wont live to see One last act of tragedy A mothers heart can make me humble No life lost can make it stumble Our empire will never crumble [Chorus:] We did it for the glory The glory Only the glory We live inside a story It's a story All for the glory-Hollywood Undead: Glory","[5, 9, 1, 5, 1, 1, 1, 1, 0, 0]",[0.9664730603250038],1
Gonna rap along with Eminem all day long until my voice goes out. It'll get harder once I move onto the new album since they rap pretty fast. Either way this is how I practice for debate. You gotta have to be able to speak fast and clear in competitions and that's just what I will do :P,"[5, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9097718822927287],1
"I am going to have a sleep over at Sammie's house yay. :D Always good to go back and hang out with my younger friends, I am so glad you guys are going to Jordan next year. :) Also, to all my other classmates we are going to be juniors, oh I have a feeling this next year will be so much fun! Especially for us debaters, because this year we are going to be even better than last (Unbelievable I know).","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9096068429734245],0
"Endless hours of call of duty trying to prestige again, falling asleep at 8.a.m., getting up at 3:40 p.m. all to repeat the cycle again. :P Today I will finally reach prestige 7 and then get more than half way to prestige 8 ^^","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9175449388300564],0
"All of you guys that video capture your gaming...I am considering buying a video capture card or something of the sort. Currently I am trying to decide between the Blackmagic Intensity Pro and Intensity Shuffle. However, I do know there are others. I am looking for good quality but not too expensive. Any suggestions?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9336564831207808],0
"Man this week is not that great considering all that's going on. Thank God for the BBQ Saturday I need to take my mind off of things. Also, so grateful for Rachel Ricks for always being there for me :) It's always amazing to have deep talks that last for hours with best friends ^^","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.920995367141089],0
If you think I'm nice ... Like this status. If you think I'm a good friend ... Comment on this status. If you have ever liked me ... Poke me. I won't tell. I promise. If you like me now ... Inbox me a heart. I won't tell. I promise. If you think we should talk more ... Message your fav number If you are brave ... Make this your status,"[1, 1, 1, 1, 1, 1, 7, 1, 1, 0]",[0.9327265633688384],1
"I'm the type of person who will send a cute quote along with good night, sweet dreams... http:////yearbook.com//a//1nia25?ref=nf","[5, 1, 5, 5, 5, 0, 0, 0, 0, 0]",[0.8848636595674101],1
"Hell yes! RED concert tonight <3 Voice will be gone tomorrow. Then nothing tomorrow, thursday possibly hanging with andrei, friday party :) Busy week but it's a week full of fun. The most amazing week I've had in a long time.","[3, 1, 1, 1, 1, 1, 1, 3, 7, 0]",[0.9068205802523592],1
"Conclusion: Uncharted 2 on the Crushing difficulty is nearly impossible to beat, even more so without dying. Trophy hunting right now. Also, started playing Assassins Creed 2. It's not so bad in my opinion, but not the best either. Took a break from inFAMOUS and Black Ops. Hmmm shall I try to get the rest of my trophies from Modern Warfare 2? I think so!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9463708103058232],0
"Ariana Grow and Echo DuRoss are the cutest couple ever :] You can tell that they truly love each other and only have eyes for one another. Their happiness is contagious. Seeing just how intelligent, happy, caring, sweet, and amazing they are I just look up to them more.","[1, 4, 1, 1, 1, 1, 0, 0, 0, 0]",[0.9023797587936568],1
Seriously grinning like an idiot from reading love stories XD but they are so cute and I can't help but think of you every time I read them <3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9116113384454085],0
"/Alright so you're something called A Soul Reaper? Mhm. And you're telling me that you were sent here on a mission by something called the Soul Society? Mhm. To deal with demons like the one we saw in the street today? Mhm. Which was chasing after that girls soul? Mhm. That's all believable to me... *flips over table* ALONG WITH FLYING PIGS AND THE TOOTHFAIRY!!!!!/""- Ichigo""","[1, 1, 1, 1, 5, 1, 1, 1, 1, 0]",[0.9208321279631886],1
"The kittens were sooo cute :] I am excited for tomorrow. I heard my best friend totally owned one of the best debaters in our class ._. Makes me scared haha. Anyway, trying my luck with Fallout 3 and I'm going to get online Black Ops more since I miss my friends!!","[7, 7, 3, 1, 1, 1, 1, 0, 0, 0]",[0.9087927229320787],1
So I have come to a conclusion that I have too many gorgeous//hot friends lol. P.S. To all those in a poke war with me I am very sorry for I have been so irresponsible...I mean you did know poking causes pregnancy right?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9304085857400013],0
"Shoot for the moon. Even if you miss, you'll land amongst the stars.","[2, 1, 1, 1, 1, 5, 0, 0, 0, 0]",[0.9156447313415016],1
"And I searched the world for a poem i could read, a rhyme that could bring glory to my King. But no writing I found was worthy of this God high above all other gods. What are my words compared to yours? You speak in thunder and lightning, your voice shakes the mountains, the foundations of the earth. And all I can offer is this fragile breath, and with each one I'll praise you, I'll praise you more.","[9, 3, 3, 5, 5, 1, 7, 9, 9, 1]",[0.950071405256814],1
Want to change your life? Then go ahead. Nothing is stopping you but yourself.,"[7, 5, 1, 1, 1, 1, 1, 1, 1, 0]",[0.88708913219036],1
/We come to love not by finding a perfect person,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9227463426016889],0
"AMERICA WAS BORN OFF FREEDOM YET WE HOLD OUR HEADS ABOVE THE PEOPLE WHO FIGHT FOR THEIR FREEDOM WHEN AMERICA WAS IN THE SAME SPOT WHEN THIS GREAT COUNTRY WAS BORN / OUT OF CHOAS A PHOENIX CAN ARISE/"" BUT THIS CAN ONLY HAPPEN WITH HELP FROM US JUST LIKE THE CHOAS THAT WAS AMERICA AT THE BEGINNING OF THE REVOLUTIONARY WAR WE NEEDED THE FRANCH THE MIDDLE EAST ASKED FOR OUR HELP""","[4, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9120248982316982],1
WENT MAD RANDOMLY...HOW ODD............AND I DONT EVEN KNOW THE CAUSE OF IT I JUST KNOW IT HAPPENED WHEN I PUT MUSIC ON MY PHONE AND WENT DOWNSTAIRS FOR DINNER!!!!!! BTW....GOOD JOB Evelyn Li AND FRIENDS IN THE PASSION PLAY 2NITE...IT WAS AWESOME!!!!!!!!!!!,"[1, 1, 1, 1, 1, 3, 7, 1, 1, 0]",[0.9295954690642176],1
maybe if my teachers printed project stuff on deep yellow paper with dark black ink i'd be less likely to procrastinate XD no but seriously i think that would work,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9292008704043357],0
"woah, i had no idea i was a hippie... ya i get angry at people though i don't get it?","[1, 1, 3, 1, 1, 1, 1, 1, 1, 0]",[0.9189248175156822],1
"Einstein believed that being an outsider is not always a bad thing, because you get a different viewpoint. I agree completely","[1, 1, 1, 1, 1, 1, 1, 1, 3, 0]",[0.8841882248820792],1
"preparing green lentils, not the precooked ones and cleaning out my closet.... have a lot of homework..(as usual) so i scheduled it out though out the day so i'm not overwhelmed hmmmm, going to see a movie tonight.... on my computer XD","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9313957452940095],0
My hair is strait and smooth now because I got the Brazilian hair treatment done.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8876460794204928],0
"my mom gave me a victoria's secret magazine... the pictures are indiscreet, just saying if i were a guy and had sexual desires i would definately steal this mag. hahaha","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9314304461301312],0
I'm so happy becuase I got a new iPod that has the touch screen and can go on the Internet,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.913689362603973],0
