,userid,text,id,negative_ny,time,time_diff
3846,f49956142aab2ad74decfd49a103c2f1,So is the game over??,3926,4,2011-02-07,12
3847,f49956142aab2ad74decfd49a103c2f1,The Color Purple is on KCET...for some reason...,3927,4,2011-02-07,12
3848,f49956142aab2ad74decfd49a103c2f1,Feeling down again...I'm unhappy with my life but don't know how to change its mediocrity...*Sigh*,313,1,2011-02-07,12
3845,f49956142aab2ad74decfd49a103c2f1,Have you ever tried to Google yourself but didn't get many results? Google Emery instead! The 1st ten pictures are either her or Thomas lol!,3928,2,2011-02-08,11
3844,f49956142aab2ad74decfd49a103c2f1,"It takes a lot of effort to change your name, especially if you live in a state different from the one you were born in...am I doomed to be Johnson forever?",3930,4,2011-02-09,10
3843,f49956142aab2ad74decfd49a103c2f1,I need some relatives out here please! The weather averages 70 degrees in February and you have the option of going either to the mountains or the beach or fishing and camping or gazing at the stars in Hollywood. It's a big state...you'll never be bored. <3 COME AND JOIN US IN CALIFORNIA!! <3,3929,2,2011-02-09,10
3842,f49956142aab2ad74decfd49a103c2f1,Who wants to watch Battle: Los Angeles? It looks fierce!! :-),3932,2,2011-02-11,8
3841,f49956142aab2ad74decfd49a103c2f1,"Taking a not so leisurely stroll through the neighborhood, I'll be done in about an hour",3934,4,2011-02-12,7
3840,f49956142aab2ad74decfd49a103c2f1,I need a foot massage!,3935,1,2011-02-13,6
3839,f49956142aab2ad74decfd49a103c2f1,"ROFLBO!! Lady Gaga ripped off of Madonna last night! Listen to her new song then listen to /Express Yourself/"" by Madonna and you'll see what I mean!""",3937,2,2011-02-14,5
3836,f49956142aab2ad74decfd49a103c2f1,"So tired...gotta make dinner soon. Pasta, salad, wine, deep soak in tub, sleep!!!",3938,2,2011-02-15,4
3837,f49956142aab2ad74decfd49a103c2f1,The main screen on the iPhone should rotate too.,3939,2,2011-02-15,4
3838,f49956142aab2ad74decfd49a103c2f1,"Bought iTunes special version of /Need You Now/""; much better than regular one.""",3940,2,2011-02-15,4
3835,f358b75c71d85c91ec0452c6114e3b15,At jordans house sheltering from the heat the sun was laughing his evil laugh at me :),3888,2,2011-02-05,56
3833,f358b75c71d85c91ec0452c6114e3b15,God taught us music in physics :),3891,2,2011-02-07,54
3834,f358b75c71d85c91ec0452c6114e3b15,My ipod just had a white screen and it wouldnt go away and then while I was having a panic attack I tried pressing a bunch of things and I fixed it :) I am so smart,3892,2,2011-02-07,54
3832,f358b75c71d85c91ec0452c6114e3b15,I proved a physics textbook wrong :D,3894,2,2011-02-08,53
3831,f358b75c71d85c91ec0452c6114e3b15,Anyone know what rationalism is ( In a political terms ) But dont tell me it is mid way between idealism and internationalism,3895,4,2011-02-09,52
3830,f358b75c71d85c91ec0452c6114e3b15,I got my glassess :D I can read things again :),3896,2,2011-02-11,50
3829,f358b75c71d85c91ec0452c6114e3b15,Hahaha I finished my homework and to think it only took 2 and a half hours :),3899,2,2011-02-13,48
3828,f358b75c71d85c91ec0452c6114e3b15,Well english homework is really crap !,897,1,2011-02-15,46
3827,f358b75c71d85c91ec0452c6114e3b15,Like and I'll rate u out of 10 :),3901,2,2011-02-16,45
3825,f358b75c71d85c91ec0452c6114e3b15,"Do not dwell in the past, do not dream of the future, concentrate the mind on the present moment. Buddah",273,2,2011-02-19,42
3826,f358b75c71d85c91ec0452c6114e3b15,My religion assignment is already annoying me >:( cant anybody write a worthwhile news story these days,3903,2,2011-02-19,42
3824,f358b75c71d85c91ec0452c6114e3b15,wow physics homework is fun :\,898,1,2011-02-22,39
3823,f358b75c71d85c91ec0452c6114e3b15,Working on my 6-8 min speech :S,3907,4,2011-02-23,38
3822,f358b75c71d85c91ec0452c6114e3b15,"Plaza was fun today I got some free chocolate :) and there was this thing that tried to kill Jordan, Jack and me :S",3909,2,2011-02-24,37
3821,f358b75c71d85c91ec0452c6114e3b15,In a bad mood,893,1,2011-03-01,32
3820,f358b75c71d85c91ec0452c6114e3b15,"Never dissmiss anyone, Alway listen to what other people have to say, because you never know where the next great idea wil come from'",3886,3,2011-03-02,31
3818,f358b75c71d85c91ec0452c6114e3b15,"Just got back from my speech, had a panic attack after seeing how good the others were. I didnt make it through but it was a very good experience",4150,3,2011-03-04,29
3819,f358b75c71d85c91ec0452c6114e3b15,I have to say my speech in about 2 hours :S,3887,3,2011-03-04,29
3816,f358b75c71d85c91ec0452c6114e3b15,Cleaned up Australia :),3889,2,2011-03-06,27
3817,f358b75c71d85c91ec0452c6114e3b15,Had a great day today :) I did something usefull and I got to go movies :),3890,2,2011-03-06,27
3815,f358b75c71d85c91ec0452c6114e3b15,I haved proved in physics that joshua's hair is the greatest source for static electricity :),3893,2,2011-03-07,26
3814,f358b75c71d85c91ec0452c6114e3b15,Am disliking gravity currently ://,894,1,2011-03-10,23
3813,f358b75c71d85c91ec0452c6114e3b15,I am in the Newspaper :D,3897,2,2011-03-11,22
3811,f358b75c71d85c91ec0452c6114e3b15,"Had a awesome time at the movies today with, my wingman, My bestfreind,Twin and jordan :)",3898,2,2011-03-12,21
3812,f358b75c71d85c91ec0452c6114e3b15,"Wow Japan is getting hammered, They have to deal with tsunami's, Earthquakes and now radiation leaks at power plants :// I really hope they are ok",895,1,2011-03-12,21
3808,f358b75c71d85c91ec0452c6114e3b15,:(,640,1,2011-03-13,20
3809,f358b75c71d85c91ec0452c6114e3b15,:(,887,1,2011-03-13,20
3810,f358b75c71d85c91ec0452c6114e3b15,:(,896,1,2011-03-13,20
3807,f358b75c71d85c91ec0452c6114e3b15,:) Having an awesome conversation with danielle :),3900,2,2011-03-15,18
3806,f358b75c71d85c91ec0452c6114e3b15,Math test was so easy today :) Also great time at plaza today :D,3902,2,2011-03-17,16
3804,f358b75c71d85c91ec0452c6114e3b15,Movies was great :) Also saw shell at the library :O,3904,2,2011-03-19,14
3805,f358b75c71d85c91ec0452c6114e3b15,Okay my body is officaly stuffed up,3905,2,2011-03-19,14
3803,f358b75c71d85c91ec0452c6114e3b15,<3 <3 <3,3906,2,2011-03-21,12
3802,f358b75c71d85c91ec0452c6114e3b15,I have a personal reason for ASKING if everyone could please put this as their status for one hour. I know the ones that will!! Think of someone you know or love who has had cancer. My wish is that in 2011 a cure will be found. Will you post it? Just for one hour. Do it for all !! There are too many to mention who have fought and are fighting. I hope to see this in the status of all my friends,274,4,2011-03-22,11
3801,f358b75c71d85c91ec0452c6114e3b15,Got an early birthday present :D Finding out I will not go blind in my left eye I only have some other disorder that wont cause any problems :D,3908,2,2011-03-23,10
3800,f358b75c71d85c91ec0452c6114e3b15,I got my licence :D !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,3910,2,2011-03-25,8
3799,f358b75c71d85c91ec0452c6114e3b15,Just stacked it on my bike ://,899,1,2011-03-27,6
3798,f358b75c71d85c91ec0452c6114e3b15,"/Never interupt your opponent while he is making a mistake/"" :)""",3911,2,2011-03-29,4
3797,f358b75c71d85c91ec0452c6114e3b15,I went for my first drive today :D !!!!!!!!!!!!!!!!!!!!!!,3912,2,2011-03-30,3
3796,f358b75c71d85c91ec0452c6114e3b15,Doing my physics assignment :),3913,2,2011-03-31,2
3794,ec3dc451b8a811f05ace158a0d76e32e,"At the risk of sounding like a conspiricy nut, news said he killed last week. President Obama said to day he autorized the attack on his compound. But news said he died last week. How long does DNA testing take?",3874,1,2011-05-02,56
3795,ec3dc451b8a811f05ace158a0d76e32e,"Foxs news broke the story of Osama Bin Laden's death. Is this another fox news thing like george bush won the election and all other news stations went along with it even though it was not true? When I say all other news agencies I dont mean to imply that fox news, is a news agency. Because they are not, they are a propaganda tool of the republican party.",884,1,2011-05-02,56
3793,ec3dc451b8a811f05ace158a0d76e32e,"restless night, hopefully the sun will shine tomorrow",886,1,2011-05-13,45
3792,ec3dc451b8a811f05ace158a0d76e32e,"paradox of hedonism:When one pursues happiness itself, one is miserable; but, when one pursues something else, one achieves happiness.",272,4,2011-05-16,42
3791,ec3dc451b8a811f05ace158a0d76e32e,what a day,889,1,2011-05-19,39
3790,ec3dc451b8a811f05ace158a0d76e32e,"Hmm Sony has been hacked, cant get into 2 of my email accounts I had on file with them. Have strange people on my friends list, my facebook and PSN accounts are linked. Wonder if it is compromised.",890,1,2011-05-20,38
3789,ec3dc451b8a811f05ace158a0d76e32e,Every ones second,3880,4,2011-05-21,37
3788,ec3dc451b8a811f05ace158a0d76e32e,why,3875,4,2011-06-08,19
3787,ec3dc451b8a811f05ace158a0d76e32e,Think its time to disappear,885,1,2011-06-09,18
3783,ec3dc451b8a811f05ace158a0d76e32e,"If youve never seen Sin city the movie I suggest it. Cant sleep tonight so I wrote some thing for you. Iv smoked to much this last week, done things I havnt in a long while. I just need one thing, Smuggle, I dont want to go back to the old way please just hear my words.",3876,4,2011-06-15,12
3784,ec3dc451b8a811f05ace158a0d76e32e,:(,640,1,2011-06-15,12
3785,ec3dc451b8a811f05ace158a0d76e32e,:(,887,1,2011-06-15,12
3786,ec3dc451b8a811f05ace158a0d76e32e,:(,896,1,2011-06-15,12
3782,ec3dc451b8a811f05ace158a0d76e32e,"It all makes sense now, patterns, cycles. Either I'm really tired, been thinking to much lately. Or I have hand an epiphany. Are you truly open minded? Was any of it real? Probably getting my hopes up for nothing. Only time will tell. If not maybe it will help you next time you find your self here.",888,1,2011-06-18,9
3781,ec3dc451b8a811f05ace158a0d76e32e,"Made egg sandwiches, not the same",3877,4,2011-06-19,8
3780,ec3dc451b8a811f05ace158a0d76e32e,I wish I had a time machine,3879,4,2011-06-20,7
3779,ec3dc451b8a811f05ace158a0d76e32e,"coffee at the break, good morning but Im missing some thing",3878,2,2011-06-20,7
3778,ec3dc451b8a811f05ace158a0d76e32e,why are most people morning people or at least day people? Why are there not more night owls?,3881,4,2011-06-22,5
3777,ec3dc451b8a811f05ace158a0d76e32e,What a mess. Throw another shovel full on,891,1,2011-06-23,4
3776,ec3dc451b8a811f05ace158a0d76e32e,Very quite night,3882,4,2011-06-24,3
3774,ec3dc451b8a811f05ace158a0d76e32e,"Raoul Duke: Look, there's two women fucking a polar bear! Dr. Gonzo: Don't tell me these things. Not now man.",3883,1,2011-06-25,2
3775,ec3dc451b8a811f05ace158a0d76e32e,Grrrr qwest internet sucks,892,1,2011-06-25,2
3772,ec3dc451b8a811f05ace158a0d76e32e,Gorgeous day out to day,3884,2,2011-06-26,1
3773,ec3dc451b8a811f05ace158a0d76e32e,Got some much needed sleep feel all most human,3885,1,2011-06-26,1
3771,eaeabcfe25866f0455d349bae2450d88,Awkward prophetic irony is awkward. And sad..,882,1,2011-02-20,60
3769,eaeabcfe25866f0455d349bae2450d88,wants to make some spiral cookies..,3863,4,2011-02-23,57
3768,eaeabcfe25866f0455d349bae2450d88,Just watched Wristcutters: A Love Story. I think my heart melted at the ending. xD ?,3862,2,2011-02-23,57
3770,eaeabcfe25866f0455d349bae2450d88,Awkward. Awkward. Very awkward.,883,1,2011-02-23,57
3767,eaeabcfe25866f0455d349bae2450d88,^-^ ?,3867,2,2011-02-24,56
3766,eaeabcfe25866f0455d349bae2450d88,"English coursework, I hate you very much. :)",3868,2,2011-02-26,54
3765,eaeabcfe25866f0455d349bae2450d88,was pleasantly surprised to hear Don't You (Forget About Me) on the radio on the way home. xD And who says there's nothing good on the radio any more? ?,3837,2,2011-03-02,50
3764,eaeabcfe25866f0455d349bae2450d88,has been watching Heathers for only eight minutes and it's already epicly quotable :'),3838,2,2011-03-04,48
3763,eaeabcfe25866f0455d349bae2450d88,feels like doing Operation Beautiful again.. :),3840,2,2011-03-06,46
3760,eaeabcfe25866f0455d349bae2450d88,Question to all my American friends: Do you celebrate Pancake Day over there? o:,3841,2,2011-03-08,44
3761,eaeabcfe25866f0455d349bae2450d88,has discovered how amazing golden syrup is on pancakes. :D,3842,2,2011-03-08,44
3762,eaeabcfe25866f0455d349bae2450d88,"Ugh! >.< My site keeps crashing.. I need a better host than Webs. :\ Though most of these little independent hosts require you to have some knowledge of FTP and be amazing at graphics and site design, which I'm not (though I can do HTML), so I'm a bit stuck.. halp? ?",877,1,2011-03-08,44
3758,eaeabcfe25866f0455d349bae2450d88,Just found out how to make PSP brushes. :D Happy!,3843,2,2011-03-09,43
3759,eaeabcfe25866f0455d349bae2450d88,"had fun discussing world domination plans with Jazzle Tabbs, Ben Philpott, Harley Rees, Becky Jayne Blair, and Josie Barrett today :'D Thanks for cheering me up ?",3844,2,2011-03-09,43
3757,eaeabcfe25866f0455d349bae2450d88,"Happy with my B in psychology.. :D Got a D in maths, though that was better than I thought I would get.. :\",3845,3,2011-03-10,42
3755,eaeabcfe25866f0455d349bae2450d88,really enjoyed shopping with Timmy Langdon and Tasha 'Nigel' Wilkinson~ :) ?,3848,2,2011-03-12,40
3756,eaeabcfe25866f0455d349bae2450d88,"Apparently there was some problem in one of the nuclear power stations over in Japan.. nothing huge, just a wall blown down.. b-but I'm really terrified that something worse will happen.. ;_; I-I need a hug D:",3849,2,2011-03-12,40
3754,eaeabcfe25866f0455d349bae2450d88,"Last night's dream was strange, to say the least.. it involved my ex asking me to fix a piano, a cat who yelled /JULIA!/""",3851,4,2011-03-13,39
3753,eaeabcfe25866f0455d349bae2450d88,Piano exam went alright this morning.. :D Except sight reading. I completely failed at that.,3850,2,2011-03-14,38
3751,eaeabcfe25866f0455d349bae2450d88,"Got 78% on my piano exam, which is a merit! :D Happyyyy~ ?",3853,2,2011-03-15,37
3752,eaeabcfe25866f0455d349bae2450d88,"Anna Gallini, Annie Harries, Hazel Mae Hewins, Alistair Hamilton, and Peter 'Zac' Scammell.. as the first five friends that showed up on my profile just now, you are my team in a zombie attack. x3",3854,2,2011-03-15,37
3750,eaeabcfe25866f0455d349bae2450d88,Looks like another sleepless night ahead..,878,1,2011-03-16,36
3749,eaeabcfe25866f0455d349bae2450d88,"One more question to do in History, and I shall be homeworkless. :D Well, apart from English coursework..",3856,2,2011-03-17,35
3747,eaeabcfe25866f0455d349bae2450d88,"Today shall forever be known as /the day when the fire alarm randomly decided to go off in the middle of the orchestra concert/"".""",3859,1,2011-03-19,33
3748,eaeabcfe25866f0455d349bae2450d88,The awkward moment when you're getting a Mullerice out of the fridge and you accidentally knock a pot of sour cream which proceeds to spill all over the floor. :\,880,1,2011-03-19,33
3744,eaeabcfe25866f0455d349bae2450d88,Lush day today! ^-^ Loving the big round yellow thing that seems to have appeared in the sky..,3864,2,2011-03-23,29
3745,eaeabcfe25866f0455d349bae2450d88,Wondering whether Oakwood's open yet. I really feel like going at some point..,3865,2,2011-03-23,29
3746,eaeabcfe25866f0455d349bae2450d88,Why are all these random Spanish//Hawaiian people with no mutual friends showing up on my People You May Know? o_O,3866,1,2011-03-23,29
3743,eaeabcfe25866f0455d349bae2450d88,Anyone know if we had maths homework? D:,3869,4,2011-03-27,25
3742,eaeabcfe25866f0455d349bae2450d88,Just sent my video of Dana drinking from the tap to You've Been Framed. xD,3870,2,2011-03-28,24
3740,eaeabcfe25866f0455d349bae2450d88,Bandslash: the reason I can no longer imagine Zacky Vengeance as straight. :'D,3871,2,2011-03-29,23
3741,eaeabcfe25866f0455d349bae2450d88,"I really kind of want to write an angsty unrequited love song called /In Soviet Russia You Love Me/"". :')""",3872,2,2011-03-29,23
3739,eaeabcfe25866f0455d349bae2450d88,Really gutted that I didn't get to see The Scary Guy today. D:,3873,2,2011-03-30,22
3738,eaeabcfe25866f0455d349bae2450d88,Think I might spend the rest of the afternoon watching Let The Right One In and eating ice cream..,3836,2,2011-04-01,20
3737,eaeabcfe25866f0455d349bae2450d88,I'm just going to stare at my English coursework and cry for a bit..,876,1,2011-04-04,17
3736,eaeabcfe25866f0455d349bae2450d88,"So you know all these 12-year-old girls who say they have /Bieber Fever/"".. does that mean I have a /""Sevenfold Cold/""?""",3839,2,2011-04-05,16
3735,eaeabcfe25866f0455d349bae2450d88,Shaking like a leaf in an earthquake..,879,1,2011-04-10,11
3734,eaeabcfe25866f0455d349bae2450d88,Is there college on Friday..?,3847,4,2011-04-11,10
3733,eaeabcfe25866f0455d349bae2450d88,Thanks for the birthday messages ? -hugs everyone-,3846,2,2011-04-11,10
3732,eaeabcfe25866f0455d349bae2450d88,Would anyone be able to do me a really big favour tomorrow? D: I need a lift back to college from STP at 11.. I'll pay for petrol and stuff~,3852,4,2011-04-14,7
3731,eaeabcfe25866f0455d349bae2450d88,I fucking hate this week!,312,1,2011-04-15,6
3730,eaeabcfe25866f0455d349bae2450d88,Was going to go for a ridiculously long walk today but due to clouds and stuff I stayed home and watched Let The Right One In instead. 'twas very epic. ^_^,3855,2,2011-04-16,5
3729,eaeabcfe25866f0455d349bae2450d88,"Today was very epic with Nathan Griffiths, Timmy Langdon, and Adam Stephen James~ :D Particularly all the random tadpoles. :')",3857,2,2011-04-17,4
3727,eaeabcfe25866f0455d349bae2450d88,Might attempt to learn guitar again..,3860,4,2011-04-19,2
3728,eaeabcfe25866f0455d349bae2450d88,._.,881,1,2011-04-19,2
3726,eaeabcfe25866f0455d349bae2450d88,Oakwood was epic! ^-^ Really glad I finally went on Speed.. pictures will be up soonly ?,3861,2,2011-04-20,1
3725,e9970fe8848e9505b52d414d81611de8,"If you're going through hell, keep on going. Don't slow down. - Rodney Atkins... Totally love this song when times are rough.",268,1,2011-01-17,51
3724,e9970fe8848e9505b52d414d81611de8,I don't think I've ever smiled so much such shortly after doing something sooo stupid.,3824,3,2011-01-18,50
